importer_slug,name,files
gabrielmoreira_agent-skills-mirror,tooluniverse,48
gabrielmoreira_agent-skills-mirror,vllm,5
gabrielmoreira_agent-skills-mirror,lark_oapi,1
gabrielmoreira_agent-skills-mirror,deepxiv_sdk,2
massgen_MassGen,massgen,562
massgen_MassGen,logfire,4
massgen_MassGen,agentscope,1
massgen_MassGen,elevenlabs,1
mattv8_ragtime,ragtime,261
mdhaarishussain_chaos-kitten,chaos_kitten,60
meta-llama_prompt-ops,prompt_ops,18
marimo-team_marimo,marimo,1944
marimo-team_marimo,weave,1
marieai_marie-ai,vllm,5
microsoft_agent-lightning,agentlightning,167
microsoft_agent-lightning,vllm,4
microsoft_agent-lightning,weave,3
microsoft_spec-to-agents,spec_to_agents,28
mifunedev_orchestra,langchain_tavily,1
milvus-io_milvus-haystack,milvus_haystack,3
microsoft_agent-governance-toolkit,agentlightning,2
microsoft_agent-governance-toolkit,sentry_sdk,1
mixedbread-ai_mixedbread-ai-haystack,mixedbread_ai_haystack,9
minitap-ai_mobile-use,posthog,1
mitdbg_palimpzest,palimpzest,115
mixseek_mixseek-core,logfire,6
mochow13_pydantic-ai-litellm,pydantic_ai_litellm,11
mnemosyne-oss_mnemosyne,cognee,1
modaic-ai_modaic,vllm,1
mindroom-ai_mindroom,mindroom,1042
modelscope_evalscope,evalscope,671
modelscope_evalscope,opencompass,3
modelscope_ms-agent,ms_agent,396
modelscope_ms-agent,agentscope,2
mongodb_motor,motor,49
mozilla-ai_agent-factory,mcpd,6
mozilla-ai_agent-factory,agent_factory,27
mozilla-ai_mcpd-sdk-python,mcpd,10
monarch-initiative_aurelian,aurelian,176
monarch-initiative_aurelian,logfire,5
mozilla-ai_surf-spot-finder,surf_spot_finder,6
mpfaffenberger_code_puppy,code_puppy,575
mlflow_mlflow,diffusers,2
msqd_harp,sentry_sdk,1
mims-harvard_ToolUniverse,tooluniverse,877
multimindlab_multimind-sdk,singlestoredb,1
mutx-dev_mutx-dev,predict_rlm,2
mxgoai_mxgo-core,mxgo,69
mxgoai_mxgo-core,logfire,1
musicmonk42_The_Code_Factory_Working_V2,sentry_sdk,20
neatlogs_neatlogs,neatlogs,108
neul-labs_fast-langgraph,fast_langgraph,40
larksuite_oapi-sdk-python,lark_oapi,11811
neo4j-labs_agent-memory,neo4j_agent_memory,314
nfraxlab_ai-infra,ai_infra,362
nfraxlab_ai-infra,logfire,1
nfraxlab_ai-infra,elevenlabs,1
niceberginc_agentipy,agentipy,248
nativ3ai_hermes-agent-camel,lark_oapi,5
nativ3ai_hermes-agent-camel,elevenlabs,2
nottelabs_bua,bua,9
nhadaututtheky_neural-memory,neural_memory,789
nhadaututtheky_neural-memory,cognee,2
oceanbase_langchain-oceanbase,langchain_oceanbase,36
ob-labs_agentseek-api,agentseek_api,116
ob-labs_agentseek-api,langchain_oceanbase,4
noetl_noetl,noetl,396
notadev-iamaura_OneRAG,motor,1
opea-project_GenAIComps,motor,1
opea-project_GenAIComps,diffusers,5
open-edge-platform_edge-ai-libraries,langchain_postgres,3
opinionated-systems_markspace,markspace,32
opencord_voltha,voltha,301
open-jarvis_OpenJarvis,openjarvis,1136
open-jarvis_OpenJarvis,posthog,1
open-compass_GTA,diffusers,4
open-compass_GTA,opencompass,1231
open-compass_GTA,lmdeploy,6
open-compass_GTA,vllm,2
oracle-devrel_technology-engineering,vllm,1
oracle_agent-spec,langgraph_swarm,2
packit_ai-workflows,sentry_sdk,3
open-compass_opencompass,opencompass,2376
open-compass_opencompass,lmdeploy,4
open-compass_opencompass,vllm,2
pettingllms-ai_PettingLLMs,pettingllms,56
pettingllms-ai_PettingLLMs,vllm,12
pixell-global_sayou,sayou,61
pk-hack_CoilSnake,coilsnake,94
phil65_agentpool,agentpool,445
phil65_agentpool,logfire,10
plexe-ai_plexe,plexe,87
pipecat-ai_pipecat,sentry_sdk,2
potpie-ai_potpie,potpie,132
potpie-ai_potpie,pydantic_deep,2
potpie-ai_potpie,sentry_sdk,1
pprp_ACBench,vllm,11
pprp_ACBench,opencompass,7
pprp_ACBench,lmdeploy,1
posit-dev_py-shiny,shiny,939
posit-dev_py-shiny,logfire,3
project-ryoma_ryoma,langchain_postgres,1
project-ryoma_ryoma,marimo,1
peteromallet_Arnold,arnold,1031
peteromallet_Arnold,elevenlabs,1
pydantic_logfire,logfire,169
pydantic_pydantic-ai-harness,pydantic_ai_harness,221
pydantic_pydantic-ai-harness,logfire,5
prebid_salesagent,logfire,2
qbtrix_soul-protocol,soul_protocol,245
qiboteam_qibolab,qibolab,107
qiboteam_qibolab,dynamiqs,1
pyinstaller_pyinstaller-hooks-contrib,sentry_sdk,2
modbender_skill-library-mcp,agentlightning,1
modbender_skill-library-mcp,agent_ros_bridge,21
modbender_skill-library-mcp,dirigera,2
modbender_skill-library-mcp,elevenlabs,6
modbender_skill-library-mcp,evoagentx,1
modbender_skill-library-mcp,lark_oapi,3
modbender_skill-library-mcp,diffusers,4
modbender_skill-library-mcp,core_memory,1
modbender_skill-library-mcp,memori,2
quantifylabs_aegis-memory,aegis_memory,56
rai-opensource_spot_wrapper,spot_wrapper,21
rasbt_mlxtend,mlxtend,89
radiantlogicinc_fastworkflow,fastworkflow,288
promptdriven_pdd,diffusers,1
rand_cc-polymath,ddtrace,1
rand_cc-polymath,sentry_sdk,4
rapidpro_rapidpro,temba,355
red-hat-data-services_agentic-starter-kits,nemoguardrails,2
responsibleai_ASSERT,assert_ai,156
raxe-ai_raxe-ce,raxe,483
rick-jennings_phable,phable,24
redis-applied-ai_redis-sre-agent,redis_sre_agent,386
rte-france_BERTrend,bertrend,172
runagent-dev_runagent,runagent,84
rungalileo_sdk-examples,elevenlabs,1
rungalileo_sdk-examples,langtrace_python_sdk,1
reviewboard_reviewboard,reviewboard,857
s-nlp_AdaRAGUE,vllm,328
s-nlp_AdaRAGUE,lm_polygraph,43
saxenauts_persona,persona,40
seanchatmangpt_dspygen,dspygen,405
seanchatmangpt_dspygen,dslmodel,2
seawaylee_tradingagent,tradingagents,56
seanchatmangpt_dslmodel,dslmodel,433
seanchatmangpt_dslmodel,dspygen,8
rysweet_amplihack,amplihack,638
semantica-agi_semantica,semantica,282
sentient-agi_ROMA,roma_dspy,234
run-llama_llama_index,vllm,2
run-llama_llama_index,marvin,1
run-llama_llama_index,cognee,4
run-llama_llama_index,elevenlabs,3
run-llama_llama_index,singlestoredb,1
shibing624_agentica,agentica,545
shibing624_agentica,lark_oapi,1
shibing624_agentica,memori,1
shotgun-sh_shotgun,logfire,9
shotgun-sh_shotgun,posthog,1
singer-io_target-stitch,target_stitch,3
singlestore-labs_singlestoredb-python,singlestoredb,61
shellphish_artiphishell,vllm,1
shellphish_artiphishell,elevenlabs,1
shellphish_artiphishell,motor,3
jiangxxxue_KOCO-bench,vllm,259
jiangxxxue_KOCO-bench,diffusers,70
jiangxxxue_KOCO-bench,lmdeploy,4
jiangxxxue_KOCO-bench,mcpadapt,8
jiangxxxue_KOCO-bench,weave,12
skygazer42_GustoBot,gustobot,87
siddsachar_row-bot,row_bot,647
slimeslab_ComProScanner,comproscanner,36
soliplex_soliplex,logfire,8
rush86999_atom,sentry_sdk,1
rush86999_atom,elevenlabs,1
skynetcmd_m3-memory,m3_memory,90
sourangshupal_Agentic-RAG-project,logfire,13
splx-ai_agentic-radar,agentic_radar,38
spurbey_agent-memory-orchestrator,agent_memory_orchestrator,145
stair-lab_kg-gen,kg_gen,15
stevereiner_flexible-graphrag,langchain_postgres,1
strangeadvancedmarketing_Adam,neural_memory,1
srtab_daiv,sentry_sdk,1
suitenumerique_conversations,posthog,5
suitenumerique_conversations,sentry_sdk,1
sunholo-data_sunholo-py,sunholo,54
sunholo-data_sunholo-py,langchain_google_alloydb_pg,3
solpbc_solstone-journal,solstone,1151
sunnypilot_sunnypilot,openpilot,566
sunnypilot_sunnypilot,sentry_sdk,1
tanghaom_AppEvalPilot,appeval,17
tanimislam_howdy,howdy,68
tavily-ai_langchain-tavily,langchain_tavily,17
tejoesperanto_pasportaservo,sentry_sdk,1
swarm-ai-research_swarm,memori,1
temporalio_samples-python,sentry_sdk,4
temporalio_samples-python,sentry,4
szczyglis-dev_py-gpt,pygpt_net,853
themanojdesai_python-a2a,python_a2a,82
thiswillbeyourgithub_wdoc,wdoc,52
thiswillbeyourgithub_wdoc,langchain_litellm,1
timescale_tiger-slack,logfire,8
tendenci_tendenci,tendenci,946
timothy-odofin_agenthub-be,langchain_postgres,1
timbal-ai_timbal,logfire,6
tisu19021997_langclaw,langclaw,96
tmlr-group_AlphaApollo,vllm,5
theexperiencecompany_gaia,posthog,3
theexperiencecompany_gaia,sentry_sdk,1
theexperiencecompany_gaia,motor,12
sands-lab_FOCUS,opencompass,2019
sands-lab_FOCUS,lmdeploy,344
sands-lab_FOCUS,vllm,26
sands-lab_FOCUS,diffusers,57
sands-lab_FOCUS,cache_dit,2
ulgens_drf-haystack,drf_haystack,13
truera_trulens,nemoguardrails,1
uiuc-kang-lab_text_to_sql_benchmarks,weave,1
uiuc-kang-lab_text_to_sql_benchmarks,vllm,4
ui-insight_vandalizer,motor,5
ui-insight_vandalizer,sentry_sdk,2
uni-medical_SlideChat,xtuner,83
unibaseio_aip-agent,aip_agent,79
uriyyo_fastapi-pagination,fastapi_pagination,63
underworldcode_underworld3,underworld3,588
urstory_urstory-rag,sentry_sdk,1
unoplat_unoplat-code-confluence,logfire,1
usemoss_moss,elevenlabs,3
vcoderun_acpkit,pydantic_ai_harness,2
vcoderun_acpkit,acpkit,4
topoteretes_cognee,cognee,1343
vertex-protocol_vertex-python-sdk,vertex_protocol,89
trpc-group_trpc-agent-python,langchain_postgres,1
trpc-group_trpc-agent-python,langchain_tavily,2
vipshop_cache-dit,diffusers,106
vipshop_cache-dit,cache_dit,63
virattt_ai-hedge-fund,hedge_fund,62
vita-epfl_Stable-Video-Infinity,diffsynth,8
vita-epfl_Stable-Video-Infinity,diffusers,4
veritasfuji-japan_veritas_os,veritas_os,552
vibesurf-ai_VibeSurf,fastapi_pagination,8
vibesurf-ai_VibeSurf,sentry_sdk,2
vibesurf-ai_VibeSurf,elevenlabs,1
vibesurf-ai_VibeSurf,trustcall,1
vibesurf-ai_VibeSurf,posthog,2
vstorm-co_pydantic-ai-shields,pydantic_ai_shields,11
vstorm-co_pydantic-ai-todo,pydantic_ai_todo,13
vladkesler_initrunner,initrunner,548
vladkesler_initrunner,logfire,3
vstorm-co_pydantic-deepagents,pydantic_deep,179
vstorm-co_pydantic-deepagents,logfire,1
vstorm-co_pydantic-deepagents,pydantic_ai_todo,7
vstorm-co_pydantic-deepagents,pydantic_ai_shields,6
volcengine_veadk-python,agentlightning,1
volcengine_veadk-python,lark_oapi,1
wi2trier_cbrkit,cbrkit,18
wsargent_groundedllm,hayhooks,28
wandb_weave,weave,678
wandb_weave,langchain_litellm,1
wandb_weave,sentry_sdk,1
wechange-eg_cosinnus-core,cosinnus,563
wechange-eg_cosinnus-core,sentry_sdk,2
xt765_mermaid-trace,mermaid_trace,40
wenhaochai_aurora,diffusers,1
wenhaochai_aurora,xtuner,327
wenhaochai_aurora,vllm,37
wsman_MY-DOGE-MICRO,doge,574
xtekky_gpt4free,g4f,77
yaal-coop_canaille,canaille,189
yaal-coop_canaille,sentry_sdk,1
yazmolod_pynspd,pynspd,27
yaalalabs_agent-kernel,logfire,7
yifanfeng97_Hyper-Extract,hyperextract,109
xiaomi-research_drivelaw,diffusers,736
youware-labs_pai-agent-sdk,pai_agent_sdk,175
yueguobin_gns3-copilot,gns3_copilot,85
xt765_LangChain-Chinese-Comment,langchain_postgres,1
zach-blumenfeld_graph-nd,graph_nd,35
yfyang007_RealRestorer,diffusers,770
zbambergerNLP_state-of-thoughts,vllm,11
yusufkaraaslan_Skill_Seekers,skill_seekers,325
zhongyu09_openchatbi,openchatbi,113
zikuicai_aegisllm,vllm,1
yjyddq_DARE,opencompass,980
yjyddq_DARE,lmdeploy,6
yjyddq_DARE,vllm,7
zincware_ZnDraw,zndraw,194
zjunlp_LightMem,lightmem,32
zjunlp_LightMem,vllm,2
zjunlp_LightMem,trustcall,4
zjunlp_LightMem,posthog,1
zenml-io_kitaru,kitaru,625
zjunlp_MemBase,vllm,3
zjunlp_MemBase,posthog,1
synaptent_aragora,aragora,8788
synaptent_aragora,elevenlabs,1
synaptent_aragora,motor,2
synaptent_aragora,sentry_sdk,1
